c;S;X;T;vol;rf
35.6;2014.54;2000;0.057534247;0.000720635;0.05
4.1;2089.99;2140;0.057534247;0.000395238;0.05
5.05;2089.99;2135;0.057534247;0.000398413;0.05
6.25;2089.99;2130;0.057534247;0.000404365;0.05
1.6;2089.99;2160;0.057534247;0.000378571;0.05
25.8;2089.99;2085;0.057534247;0.000473016;0.05
22.3;2023.25;2030;0.057534247;0.000511905;0.05
20.7;2014.54;2025;0.057534247;0.000562698;0.05
2.8;2089.99;2150;0.057534247;0.000393651;0.05
9.9;2014.54;2050;0.057534247;0.000524603;0.05
28.8;2089.99;2080;0.057534247;0.000480159;0.05
1.6;2084.58;2150;0.054794521;0.000363095;0.05
12.6;2084.58;2100;0.054794521;0.000386508;0.05
25.25;2084.58;2075;0.054794521;0.000404762;0.05
4.65;2084.58;2125;0.054794521;0.000361905;0.05
2.35;2084.58;2140;0.054794521;0.000354762;0.05
82.25;2084.58;2000;0.054794521;0.000284921;0.05
